isoform	chrom	strand	length	exons	structuralCategory	associatedGene	associatedTranscript	refLength	refExons	diffToTSS	diffToTTS	subCategory	RTS_stage	AllCanonical	Min_sample_cov	MinCov	MinCovPos	sdCov	FL	nIndels	nIndelsJunc	bite	isoExp	geneExp	ratioExp	FSM_class	coding	ORFlength	CDSlength	CDSstart	CDSend	predit
PB.1647.1	chr12	+	1277	1	antisense	novelGene_Elmsan1_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	4.5	4.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1264.1	chr11	+	2707	1	antisense	novelGene_Npepps_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	0	0	FALSE	953.595	953.595	1	A	coding	100	300	1571	1870	Pred_POS
PB.2552.1	chr15	-	1815	1	genic_intron	novelGene_259	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	1	1	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1924.1	chr13	-	1408	1	genic_intron	novelGene_187	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	18	18	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.538.3	chr10	-	1672	1	genic_intron	novelGene_69	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	27	27	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.73.1	chr1	+	1718	1	full-splice_match	Pou3f3,2900092D14Rik	NR_027891	2841	1	812	311	no_subtype	FALSE	canonical	NA	NA	NA	None	2	4	0	FALSE	1326.25	1326.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3646.2	chr19	-	2940	1	antisense	novelGene_Scd2_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	51670.655	51670.655	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2727.1	chr16	+	5102	1	genic_intron	novelGene_96	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	5	0	0	FALSE	102.805	102.805	1	A	coding	1067	3201	575	3775	Pred_POS
PB.1574.2	chr12	+	1518	1	genic_intron	novelGene_168	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	21	21	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3225.1	chr18	-	4060	1	full-splice_match	Gm10557	ENSMUST00000097690	754	1	-280	-3026	no_subtype	FALSE	canonical	NA	NA	NA	None	15	2	0	FALSE	6442.9275	6442.9275	1	A	coding	123	369	281	649	Pred_POS
PB.800.1	chr10	-	1208	1	incomplete-splice_match	Lemd3	NM_001081193	4743	13	3528	8	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	69.25	69.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3735.1	chr2	-	1095	1	genic	Skida1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	181.25	181.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7186.1	chr9	+	1721	1	incomplete-splice_match	Siae	XM_011242450	4133	9	2412	1	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	55.44	3612.0775	0.0153485078878	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.1960.1	chr13	+	1753	1	novel_in_catalog	C130071C03Rik	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	4	0	0	FALSE	222	637.5	0.348235294118	C	coding	108	447	3	449	Pred_POS
PB.4511.6	chr3	+	4097	1	novel_in_catalog	Gm3764	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	2	5	0	FALSE	66.3575	97860.5025	0.000678082559406	C	coding	109	327	1485	1811	Pred_POS
PB.6329.1	chr7	+	2898	1	incomplete-splice_match	Kcnc1	ENSMUST00000025202	7759	2	4854	8	no_subtype	FALSE	canonical	NA	NA	NA	None	6	3	0	FALSE	2777.25	2777.25	1	A	coding	172	516	679	1194	Pred_POS
PB.6343.1	chr7	+	1443	1	genic_intron	novelGene_140	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	26.5	26.5	1	A	coding	59	372	3	374	Pred_POS
PB.4200.1	chr2	+	2720	1	antisense	novelGene_Eif2s2_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	1	0	FALSE	83.915	83.915	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4960.2	chr4	+	2231	1	antisense	novelGene_Nfib_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	5	0	0	FALSE	6259.5825	13151.215	0.47596990088	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.4148.1	chr2	+	2809	1	novel_in_catalog	Snrpb2	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	4	0	FALSE	1334.5	1334.5	1	A	coding	113	339	2186	2524	Pred_POS
PB.6641.7	chr7	+	1533	1	genic_intron	novelGene_327	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	31.5	31.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7031.1	chr8	-	1643	1	incomplete-splice_match	Zcchc14	ENSMUST00000154725	2607	2	949	16	no_subtype	FALSE	canonical	NA	NA	NA	None	1	5	0	FALSE	537	537	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3560.1	chr19	+	2560	1	genic	Gnaq	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	3	0	FALSE	1291.54	16828.315	0.0767480285459	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.1429.1	chr11	-	1441	1	incomplete-splice_match	Nptx1	ENSMUST00000026670	5217	5	3766	11	no_subtype	FALSE	canonical	NA	NA	NA	None	8	0	0	FALSE	919.25	919.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3570.1	chr19	+	1200	1	incomplete-splice_match	Klf9	NM_010638	3263	2	1622	442	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	1871.25	1871.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7612.1	chrX	+	1185	1	full-splice_match	Rnf113a1	ENSMUST00000046433	1223	1	33	5	no_subtype	FALSE	canonical	NA	NA	NA	None	3	0	0	FALSE	78.87	78.87	1	A	coding	341	1023	115	1137	Pred_POS
PB.3902.1	chr2	+	2671	1	incomplete-splice_match	Cers6	ENSMUST00000028426	7038	10	4363	5	no_subtype	FALSE	canonical	NA	NA	NA	None	2	2	0	FALSE	463	463	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5615.1	chr5	-	1650	1	full-splice_match	Rad9b	ENSMUST00000200653	1726	1	58	18	no_subtype	FALSE	canonical	NA	NA	NA	None	2	2	0	FALSE	322.5	322.5	1	A	coding	102	306	3	308	Pred_POS
PB.2328.1	chr15	+	2263	1	antisense	novelGene_6030458C11Rik_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	804.1775	804.1775	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4650.3	chr3	+	2563	1	novel_in_catalog	Wdr77	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	14	0	FALSE	46.2275	9677.9925	0.00477655877497	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.5196.1	chr4	+	2746	1	incomplete-splice_match	Hnrnpr	ENSMUST00000148843	21452	11	9293	9414	no_subtype	FALSE	canonical	NA	NA	NA	None	7	1	0	FALSE	813.47	3724.965	0.218383259977	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.1445.1	chr11	+	2977	1	antisense	novelGene_Mafg_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	2	0	FALSE	2846.4925	2846.4925	1	A	coding	114	342	2234	2575	Pred_POS
PB.5805.1	chr6	-	4859	1	genic_intron	novelGene_89	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	4	4	0	FALSE	73.1925	73.1925	1	A	coding	1087	3261	330	3590	Pred_POS
PB.3039.3	chr17	-	2581	1	novel_in_catalog	Brd2	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	4	1	0	FALSE	98.135	4852.455	0.0202237836312	B	coding	117	351	1698	2048	Pred_POS
PB.5313.1	chr5	-	4150	1	incomplete-splice_match	Adam22	ENSMUST00000050166	8969	30	4812	8	no_subtype	FALSE	canonical	NA	NA	NA	None	2	8	0	FALSE	3645.5	3663.5	0.995086665757	B	coding	115	345	2856	3200	Pred_POS
PB.3888.1	chr2	-	2491	1	full-splice_match	LOC102635781	XM_006498513	2485	1	-1	-5	no_subtype	FALSE	canonical	NA	NA	NA	None	2	2	0	FALSE	11813.3525	11813.3525	1	A	coding	227	732	1	732	Pred_POS
PB.6349.1	chr7	+	2555	1	intergenic	novelGene_145	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	1	0	FALSE	543.75	543.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4607.7	chr3	+	2943	1	novel_in_catalog	Pias3	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	4	0	0	FALSE	93.7775	2669.3775	0.0351308497955	C	coding	191	573	723	1295	Pred_POS
PB.7531.2	chr9	+	1828	1	incomplete-splice_match	Trak1	XM_006512234	4312	13	2229	256	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	71	1087.25	0.0653023683605	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.5361.4	chr5	-	2471	1	novel_in_catalog	Tyms	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	7	2	0	FALSE	468.445	4839.1525	0.0968031075689	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.6745.1	chr8	-	2744	1	incomplete-splice_match	Hook3	NM_207659	12836	22	10081	12	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	429.75	1537.75	0.279466753373	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.3216.1	chr17	-	2829	1	incomplete-splice_match	Nrxn1	ENSMUST00000072671	8118	21	5273	17	no_subtype	FALSE	canonical	NA	NA	NA	None	54	1	0	FALSE	1592.9725	4239.725	0.375725430305	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.3437.1	chr18	+	2495	1	antisense	novelGene_Sall3_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	3	0	FALSE	2052.155	2052.155	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7344.1	chr9	-	1234	1	genic_intron	novelGene_196	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	16.75	16.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7555.1	chrM	+	1653	1	full-splice_match	mt-Nd4	ENSMUST00000082414	1378	1	-277	2	no_subtype	FALSE	canonical	NA	NA	NA	None	171	0	0	FALSE	49521.035	49521.035	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7555.2	chrM	+	3327	1	full-splice_match	mt-Nd5	ENSMUST00000082418	1824	1	218	-1721	no_subtype	FALSE	canonical	NA	NA	NA	None	633	0	0	FALSE	205660.4075	205660.4075	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3322.1	chr18	+	2809	1	full-splice_match	Pcdhb10	NM_053135	2841	1	26	6	no_subtype	FALSE	canonical	NA	NA	NA	None	7	3	0	FALSE	131.2725	131.2725	1	A	coding	797	2391	174	2564	Pred_POS
PB.34.1	chr1	-	2375	1	full-splice_match	Gm28437	ENSMUST00000190277	783	1	-1594	2	no_subtype	FALSE	canonical	NA	NA	NA	None	452	0	0	FALSE	417620.21	417620.21	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5866.1	chr6	+	1722	1	incomplete-splice_match	Zfp775	XM_011241334	2409	2	683	5	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	256	256	1	A	coding	315	984	2	985	Pred_POS
PB.6685.1	chr8	-	1398	1	genic_intron	novelGene_20	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	209.25	209.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2344.2	chr15	+	2812	1	novel_in_catalog	Mtdh	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	2	7	0	FALSE	112.295	827.5	0.135703927492	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.1864.4	chr13	+	848	1	novel_in_catalog	Sfxn1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	48.1625	10787.5025	0.00446465713449	C	coding	99	297	274	570	Pred_POS
PB.4406.1	chr3	-	1263	1	genic_intron	novelGene_105	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	4	0	FALSE	745.5	745.5	1	A	coding	105	315	348	662	Pred_POS
PB.319.1	chr1	-	2563	1	incomplete-splice_match	Trove2	NM_013835	8721	9	6142	17	no_subtype	FALSE	canonical	NA	NA	NA	None	3	1	0	FALSE	605.5	2993.25	0.202288482419	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.5802.1	chr6	-	2656	1	full-splice_match	Tmem229a	NM_177013	4985	1	2324	5	no_subtype	FALSE	canonical	NA	NA	NA	None	1	4	0	FALSE	1035.75	1035.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3649.1	chr19	+	1254	1	incomplete-splice_match	Fam178a	XM_006527002	4810	16	3544	13	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	2470.25	2470.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6354.4	chr7	-	1219	1	genic_intron	novelGene_164	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	11.015	11.015	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.246.1	chr1	-	2573	1	genic_intron	novelGene_256	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	2	0	FALSE	26.75	26.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.876.1	chr11	-	7192	1	full-splice_match	Purb	ENSMUST00000179343	8319	1	1112	15	no_subtype	FALSE	canonical	NA	NA	NA	None	67	1	0	FALSE	7511.43	7514.5	0.999591456517	C	coding	123	369	5938	6306	Pred_POS
PB.7231.1	chr9	-	1967	1	incomplete-splice_match	Ncam1	ENSMUST00000193547	6050	18	4066	18	no_subtype	FALSE	canonical	NA	NA	NA	None	20	2	0	FALSE	6295.96	31384.9625	0.200604349934	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.2767.1	chr16	+	2625	1	incomplete-splice_match	Cox17	ENSMUST00000120495	3690	2	1049	17	no_subtype	FALSE	canonical	NA	NA	NA	None	2	4	0	FALSE	5.7325	5.7325	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1235.1	chr11	-	1490	1	incomplete-splice_match	Msi2	XM_011251972	6100	10	4428	183	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	2604.5	2604.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5261.11	chr4	+	1317	1	novel_in_catalog	Eno1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	3	0	FALSE	668.0525	373462.1425	0.00178880915621	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.5500.2	chr5	+	3096	1	genic_intron	novelGene_242	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	3.25	3.25	1	A	coding	447	1341	1094	2434	Pred_POS
PB.4512.1	chr3	+	4223	1	novel_in_catalog	Gm3764	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	3	3	0	FALSE	300.275	97860.5025	0.00306839830503	C	coding	109	327	1485	1811	Pred_POS
PB.1583.1	chr12	+	1274	1	genic	Klhdc2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	69.3775	986.2875	0.0703420655742	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.385.1	chr1	-	1431	1	novel_in_catalog	Atp1b1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	7	0	0	FALSE	295.6025	820.37	0.360328266514	B	non_coding	NA	NA	NA	NA	Pred_POS
PB.5227.1	chr4	-	1411	1	incomplete-splice_match	Dnajc16	NM_172338	3913	15	2503	0	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	668	668	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6412.1	chr7	+	2520	1	novel_in_catalog	2900076A07Rik	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	8	0	0	FALSE	452.25	452.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1272.1	chr11	-	1278	1	incomplete-splice_match	Fbxl20	XM_006534300	8246	13	6966	3	no_subtype	FALSE	canonical	NA	NA	NA	None	1	4	0	FALSE	139.5	139.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4142.1	chr2	+	1875	1	incomplete-splice_match	Plcb1	NM_001145830	6998	32	5119	5	no_subtype	FALSE	canonical	NA	NA	NA	None	1	4	0	FALSE	50.25	50.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4371.19	chr3	+	1204	1	antisense	novelGene_Hps3_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	96.8725	96.8725	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1498.2	chr12	-	1783	1	novel_in_catalog	Id2	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	2	4	0	FALSE	519.57	16354.5	0.0317692378245	C	coding	155	531	1	531	Pred_POS
PB.7780.1	chrX	+	1859	1	incomplete-splice_match	Mid2	NM_011845	5916	9	4055	3	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	443.75	804.5	0.551584835301	B	coding	136	408	1429	1836	Pred_POS
PB.4820.1	chr4	-	2931	1	genic_intron	novelGene_47	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	8	0	0	FALSE	822	822	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6342.1	chr7	+	2688	1	genic_intron	novelGene_139	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	9	0	FALSE	535	535	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6450.2	chr7	-	2564	1	genic_intron	novelGene_255	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	3	0	FALSE	10.6275	10.6275	1	A	coding	224	672	896	1567	Pred_POS
PB.3870.1	chr2	-	2722	1	genic_intron	novelGene_118	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	2	0	FALSE	245	245	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.645.3	chr10	+	2743	1	genic_intron	novelGene_190	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	4	0	0	FALSE	71.1625	71.1625	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1460.1	chr12	+	1548	1	antisense	novelGene_Rab10_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	148.125	148.125	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4608.1	chr3	-	2922	1	genic	Nudt17	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	0	0	FALSE	612.625	612.625	1	A	coding	104	312	1983	2294	Pred_POS
PB.546.1	chr10	-	1795	1	genic_intron	novelGene_83	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	549	549	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1061.1	chr11	+	1255	1	incomplete-splice_match	Sco1	ENSMUST00000108690	2186	6	929	3	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	432.25	432.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.4249.1	chr2	+	2606	1	incomplete-splice_match	Snhg11	NM_175692	5864	5	3253	6	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	2154.265	3025.765	0.711973666164	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.6619.1	chr7	-	2599	1	intergenic	novelGene_320	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	4	0	0	FALSE	20.865	20.865	1	A	coding	239	717	1368	2084	Pred_POS
PB.757.5	chr10	-	1384	1	genic_intron	novelGene_250	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	40.25	40.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7554.1	chrM	+	1197	1	full-splice_match	mt-Nd3	ENSMUST00000082411	348	1	-852	3	no_subtype	FALSE	canonical	NA	NA	NA	None	1	0	0	FALSE	43054.7325	43054.7325	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.1062.1	chr11	+	1872	1	incomplete-splice_match	Gas7	XM_006532211	6618	12	4740	7	no_subtype	FALSE	canonical	NA	NA	NA	None	6	2	0	FALSE	12041.25	12041.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6099.1	chr6	+	1243	1	novel_in_catalog	Iffo1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	399.5	399.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.2833.1	chr16	+	1760	1	incomplete-splice_match	Hunk	NM_015755	5009	11	3244	6	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	256	256	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3884.1	chr2	+	4263	1	genic_intron	novelGene_149	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	4	1	0	FALSE	1632.5	1632.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3381.1	chr18	-	3055	1	incomplete-splice_match	Slc26a2	ENSMUST00000146409	7814	4	3434	1326	no_subtype	FALSE	canonical	NA	NA	NA	None	1	6	0	FALSE	201	201	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5839.1	chr6	+	1457	1	genic_intron	novelGene_112	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	3	0	FALSE	54.5	54.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5865.1	chr6	+	1491	1	incomplete-splice_match	Lrrc61	ENSMUST00000101436	2674	2	1173	11	no_subtype	FALSE	canonical	NA	NA	NA	None	1	2	0	FALSE	1047.5	1047.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7311.1	chr9	+	1368	1	genic_intron	novelGene_177	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	6.25	6.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.3488.1	chr19	-	4323	1	full-splice_match	Malat1	NR_002847	6982	1	0	2659	no_subtype	FALSE	canonical	NA	NA	NA	None	16	1	0	FALSE	3883.545	7327.5975	0.529988853782	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.8.1	chr1	+	2766	1	genic_intron	novelGene_28	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	3	4	0	FALSE	50.9575	50.9575	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5795.6	chr6	+	2633	1	genic_intron	novelGene_74	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	4	0	FALSE	212.2825	212.2825	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.11.2	chr1	-	2754	1	novel_in_catalog	Vcpip1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	260.43	694.25	0.375124234786	C	coding	288	864	607	1470	Pred_POS
PB.3094.1	chr17	+	2799	1	genic_intron	novelGene_131	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	20.2725	20.2725	1	A	coding	328	1485	2	1486	Pred_POS
PB.3260.1	chr18	+	2695	1	incomplete-splice_match	Mapre2	XM_006525745	3748	6	1047	7	no_subtype	FALSE	canonical	NA	NA	NA	None	6	0	0	FALSE	4.5175	6595.75	0.000684910737975	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.5967.1	chr6	+	5054	1	incomplete-splice_match	Aak1	NM_177762	19102	20	14037	12	no_subtype	FALSE	canonical	NA	NA	NA	None	15	0	0	FALSE	1015.9925	1015.9925	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.5847.2	chr6	-	4108	1	incomplete-splice_match	Hipk2	XM_006505602	14579	15	6436	4036	no_subtype	FALSE	canonical	NA	NA	NA	None	6	5	0	FALSE	826.2125	4228.7125	0.195381572997	B	coding	100	300	1942	2241	Pred_POS
PB.608.2	chr10	+	2618	1	novel_in_catalog	Micu1	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	2	2	0	FALSE	62.6575	8736	0.00717233287546	C	coding	114	342	1128	1469	Pred_POS
PB.4762.1	chr3	-	2086	1	incomplete-splice_match	Sh3glb1	NM_019464	5903	9	3805	13	no_subtype	FALSE	canonical	NA	NA	NA	None	1	4	0	FALSE	1709.5	3204.25	0.53351018179	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.2946.1	chr17	-	1198	1	full-splice_match	Fahd1	NM_023480	1407	1	207	2	no_subtype	FALSE	canonical	NA	NA	NA	None	5	0	0	FALSE	1093.25	1093.25	1	A	coding	221	675	1	675	Pred_POS
PB.247.2	chr1	+	2886	1	genic_intron	novelGene_268	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	3	0	FALSE	281.75	281.75	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.7264.1	chr9	-	5409	1	incomplete-splice_match	Peak1	ENSMUST00000188142	7524	4	2108	8	no_subtype	FALSE	canonical	NA	NA	NA	None	10	2	0	FALSE	1013.5	1013.5	1	A	coding	137	411	4665	5075	Pred_POS
PB.3066.3	chr17	+	1249	1	novel_in_catalog	Ppp1r10	novel	NA	NA	NA	NA	monoexon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	None	1	1	0	FALSE	5.2825	1460.0325	0.0036180701457	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.2576.1	chr15	+	1492	1	genic_intron	novelGene_263	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	None	2	0	0	FALSE	14.25	14.25	1	A	non_coding	NA	NA	NA	NA	Pred_POS
